user_name,test_name,test_datetime,part_number,stage_serial
blamouree,SixDegree,2025-09-03 14:58:21,ANT95LZS-025-E4,514872-01
blamouree,SixDegree,2025-09-03 14:58:56,ANT95LZS-025-E4,514872-01
blamouree,Accuracy2D,2025-09-04 12:23:25,PlanarHD-500-500-ES20058,514870-01
blamouree,Accuracy2D,2025-09-04 12:27:08,PlanarHD-500-500-ES20058,514870-01
blamouree,Accuracy2D,2025-09-05 10:05:38,PlanarHD-500-500-ES20058,514993-01
blamouree,Accuracy2D,2025-09-05 10:07:05,PlanarHD-500-500-ES20058,514993-01
cdelsignore,Flatness,2025-09-05 13:21:29,PlanarDL-200XY,531236-01
dyounge,SixDegree,2025-09-08 08:17:07,MPS50SV-10-ES20058,514871-03
mtrozzi,Accuracy1DXY,2025-09-08 08:45:04,PlanarDL-200XY,531236-01
cdelsignore,Accuracy1DXY,2025-09-08 09:59:40,PlanarDL-200XY,531236-01
cdelsignore,SixDegree,2025-09-08 12:09:22,ANT95L-025,468258-01
cdelsignore,Straightness,2025-09-08 13:09:16,PlanarDL-200XY,531236-01
cdelsignore,Straightness,2025-09-08 13:25:48,PlanarDL-200XY,531236-01
cdelsignore,Accuracy1DXY,2025-09-08 13:29:18,PlanarDL-200XY,531236-01
cdelsignore,Accuracy1DXY,2025-09-08 14:35:56,PlanarDL-200XY,531236-01
bmowry,SixDegree,2025-09-09 13:00:35,ALS50100-ES17949,507311-01
mtrozzi,SixDegree,2025-09-10 08:28:20,ANT95L-025-E1,468258-04
mtrozzi,SixDegree,2025-09-10 08:31:30,ANT95L-025-E1,468258-04
cdelsignore,Accuracy,2025-09-10 08:32:55,AGV3D,531679-01
cdelsignore,Accuracy,2025-09-10 08:37:28,AGV3D,531679-01
fbello,SixDegree,2025-09-10 16:39:45,ANT130LZS,519131-04-LZS-X-2
gschliffka,Accuracy1DXY,2025-09-11 08:46:44,PlanarDLA-330XY-M4-E1,527831-01
cdelsignore,Accuracy,2025-09-11 15:15:16,ANT130L-260-ES16890-66,526878-01
cdelsignore,Accuracy,2025-09-11 15:15:38,ANT130L-260-ES16890-66,526878-01
cdelsignore,Accuracy,2025-09-11 15:15:50,ANT130L-260-ES16890-66,526878-01
nguy,Accuracy2D,2025-09-11 15:31:33,ES18837,529031-01
cdelsignore,Accuracy,2025-09-12 08:44:49,ANT130L-260-ES16890-66,526878-01
cdelsignore,Accuracy,2025-09-12 10:04:23,ANT95LZS-100-ES16890-66,526879-01
cdelsignore,Accuracy,2025-09-12 15:24:02,ANT95LZS-100-ES16890-66,526879-01
cdelsignore,SixDegree,2025-09-16 08:44:08,PRO190SL-400,477203-01
cdelsignore,SixDegree,2025-09-16 09:39:00,PRO190SL-400,477203-01
cdelsignore,SixDegree,2025-09-16 09:44:33,PRO190SL-400,477203-01
cdelsignore,SixDegree,2025-09-16 09:45:57,PRO190SL-400,477203-01
cdelsignore,SixDegree,2025-09-16 10:48:59,PRO190SL-400,477203-01
cdelsignore,SixDegree,2025-09-17 08:29:57,PRO280SL-500,532045-01
cdelsignore,SixDegree,2025-09-17 09:13:50,PRO225SL-400,532046-01
cdelsignore,SixDegree,2025-09-17 11:59:44,PRO225SL-400,532046-01
nguy,Accuracy2D,2025-09-18 08:02:09,ES18837,529046-01
mtrozzi,Accuracy1DXY,2025-09-18 09:45:22,PlanarDL-300XY,530967-01
fbello,SixDegree,2025-09-19 10:11:48,ANT130LZS,519131-03-LZS-X
fbello,SixDegree,2025-09-19 11:16:56,ANT130LZS,519131-03-LZS-X-0kg
fbello,SixDegree,2025-09-19 11:27:11,ANT130LZS,519131-03-LZS-X-0kg
cdelsignore,SixDegree,2025-09-19 11:45:17,PRO165LM-0400-E1,532173-01
dyounge,SixDegree,2025-09-19 14:47:33,AGS1000-ES19619-3,529959-01
dyounge,SixDegree,2025-09-22 12:05:12,PRO225LM-0600,530337-01
dyounge,SixDegree,2025-09-22 12:20:34,PRO225LM-0600,530337-01
dyounge,SixDegree,2025-09-22 12:32:24,PRO225LM-0600,530337-01
cdelsignore,SixDegree,2025-09-22 13:49:40,PRO225LM-0600-E1,527656-01
cdelsignore,SixDegree,2025-09-22 16:18:51,PRO165LM-0400-E1,527657-01
cdelsignore,SixDegree,2025-09-23 09:10:16,PRO165SL-050,527658-01
mtrozzi,Accuracy1DXY,2025-09-23 10:44:30,PlanarDL-300XY,530967-01
mtrozzi,Accuracy1DXY,2025-09-23 11:01:12,PlanarDL-300XY,530967-01
dyounge,Flatness,2025-09-24 13:47:08,PRO190LM,533376-01
dyounge,Flatness,2025-09-24 13:51:54,PRO190LM,533376-01
dyounge,Flatness,2025-09-24 14:47:48,PRO190LM-0300,494763-01
dyounge,Accuracy,2025-09-24 14:56:38,PRO190LM-0300,494763-01
